Date,Transaction,Name,Memo,Amount
7/2/2019,DEBIT,FGTAUDIOTISTIC 512-389-0,24492159183715876352155; 07922; 0715;,-195.94
7/2/2019,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,400
7/1/2019,DEBIT,SAFEWAY #2948 MOUNTAIN V,24431069181975010261889; 05411; 0715;,-3.47
7/1/2019,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,200
6/27/2019,DEBIT,UNIQLO ECOMMERCE 972-881-2,24435659177026376486023; 05651; 0715;,-4.45
6/27/2019,DEBIT,UNIQLO ECOMMERCE 972881290,24435659177026376486015; 05651; 0715;,-87.87
6/26/2019,DEBIT,SOUTHWES 5262491316464 800-435-9,24692169176100615099464; 03066; 0715;,-185.96
6/26/2019,DEBIT,SeatGeek_Tickets 188-85064,24204299176000912064946; 07922; 0715;,-175.35
6/26/2019,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,200
6/25/2019,DEBIT,SPROUTS FARMERS MAR MOUNTAIN V,24427339175710009001256; 05411; 0715;,-13.28
6/25/2019,DEBIT,SAFEWAY #2948 MOUNTAIN V,24431069175975010200133; 05411; 0715;,-7.97
6/25/2019,DEBIT,SAFEWAY #2948 MOUNTAIN V,24431069175975010201453; 05411; 0715;,-15.43
6/24/2019,DEBIT,UBER TRIP HELP.UBER.,24492159173719295811884; 04121; 0715;,-14.58
6/24/2019,DEBIT,PALO ALTO GAS & SMOG PALO ALTO,24801979175839000325130; 05542; 0715;,-26.52
6/24/2019,DEBIT,SQ *ZAREEN'S RESTAU PALO ALTO,24492159173855387594523; 05814; 0715;,-62.67
6/24/2019,DEBIT,AMZN MKTP US*M69WK6SZ0 AMZN.COM/,24431069173083330629453; 05942; 0715;,-49.9
6/24/2019,CREDIT,PAYMENT THANK YOU,WEB FUTURE; 00000; 0715;,200
6/21/2019,DEBIT,MCDONALDS F16328 MOUNTAIN V,24427339171710050908130; 05814; 0715;,-14.45
6/18/2019,DEBIT,PORTOS BAKERY GLENDALE,24761979168207588700073; 05814; 0715;,-10.42
6/18/2019,DEBIT,PORTOS BAKERY GLENDALE,24761979168207588700776; 05814; 0715;,-4.63
6/18/2019,DEBIT,LYFT *RIDE SUN 12AM LYFT.COM,24492159168637606362867; 04121; 0715;,-15.45
6/18/2019,CREDIT,PAYMENT THANK YOU,WEB FUTURE; 00000; 0715;,200
6/18/2019,DEBIT,INTEREST CHARGE ON PURCHASES,1; 00000; 0715;,-10.52
6/17/2019,DEBIT,CHIPOTLE 2500 GLENDALE,24431069167206188000158; 05814; 0715;,-7.99
6/17/2019,DEBIT,COUNTER MOUNTAIN VIEW MOUNTAIN V,24765019165200131918593; 05812; 0715;,-94.29
6/17/2019,DEBIT,MIDTOWN HAIR STUDIO CO PALO ALTO,24270749165900016600600; 07230; 0715;,-21
6/17/2019,DEBIT,76 - SEI 37997 PALO ALTO,24015179165001843968516; 05542; 0715;,-20.2
6/17/2019,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,200
6/14/2019,DEBIT,SOUTHWES 5262486710355 800-435-9,24692169164100466195118; 03066; 0715;,-67.01
6/13/2019,DEBIT,AMAZON.COM*M65P48EX0 A AMZN.COM/,24431069163083745039787; 05942; 0715;,-12.04
6/12/2019,DEBIT,PIAZZA'S FINE FOODS PALO ALTO,24427339162740252964939; 05411; 0715;,-8.99
6/10/2019,DEBIT,99 RANCH #1779 CUPERTINO,24427339159740261225640; 05411; 0715;,-10.8
6/10/2019,DEBIT,H MART DE ANZA LLC SAN JOSE,24137469160500826120733; 05411; 0715;,-144.8
6/10/2019,DEBIT,SQ *BOBA GUYS PALO ALT Palo Alto,24692169160100198532145; 05812; 0715;,-10
6/10/2019,DEBIT,76 - SEI 37997 PALO ALTO,24015179158000934150868; 05542; 0715;,-24.37
6/10/2019,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,200
6/4/2019,DEBIT,CALTRAIN 1017 CALIFO A PALO ALTO,24431069154073000050570; 04111; 0715;,-16.5
6/3/2019,DEBIT,LYFT *RIDE SAT 10AM LYFT.COM,24492159152637827575782; 04121; 0715;,-9.82
6/3/2019,DEBIT,LYFT *RIDE SAT 10AM LYFT.COM,24492159152637824722452; 04121; 0715;,-10.11
6/3/2019,DEBIT,SQ *PHILZ COFFEE San Franci,24692169152100351230057; 05812; 0715;,-3.73
6/3/2019,DEBIT,IGUANAS SANTA CLARA SANTA CLA,24013399153000209440813; 05812; 0715;,-13.35
6/3/2019,DEBIT,SAFEWAY #2948 MOUNTAIN V,24431069153975019972175; 05411; 0715;,-11.97
6/3/2019,DEBIT,GROCERY OUTLET OF P PALO ALTO,24427339153740256106116; 05411; 0715;,-4.57
6/3/2019,DEBIT,SHELL OIL 57444212906 SANTA CLA,24316059151548727053175; 05542; 0715;,-27.52
5/29/2019,DEBIT,FANTASIA CUPERTINO,24122479148900013200418; 05814; 0715;,-15.45
5/29/2019,DEBIT,SQ *SALT & STRAW Palo Alto,24692169149100271728947; 05812; 0715;,-5.5
5/28/2019,DEBIT,IN N OUT BURGER 174 GLENDALE,24013399147003662849602; 05814; 0715;,-23.92
5/20/2019,DEBIT,CHIPOTLE 0801 MOUNTAIN V,24431069138200288401974; 05814; 0715;,-8.56
5/20/2019,DEBIT,WALGREENS #3344 PALO ALTO,24445009138000745272764; 05912; 0715;,-3.26
5/20/2019,DEBIT,TARGET 00023077 GLENDALE,24164079138091016746125; 05310; 0715;,-5.92
5/20/2019,DEBIT,UMAMI BURGER PALO ALTO PALO ALTO,24801669137030026169355; 05812; 0715;,-72
5/20/2019,DEBIT,76 - SEI 37997 PALO ALTO,24015179137002299218898; 05542; 0715;,-20.62
5/17/2019,DEBIT,CMR_1 SANTA??CLA,24275399136900016111579; 05812; 0715;,-23.87
5/17/2019,DEBIT,GROCERY OUTLET OF P PALO ALTO,24427339136720032555861; 05411; 0715;,-16.66
5/16/2019,DEBIT,CHIPOTLE 0801 MOUNTAIN V,24431069135200288402413; 05814; 0715;,-17.11
5/15/2019,DEBIT,AMAZON.COM*MN9EK3T80 A AMZN.COM/,24431069134083304920126; 05942; 0715;,-21.79
5/15/2019,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,200
5/14/2019,DEBIT,COUNTER MOUNTAIN VIEW MOUNTAIN V,24765019133200121835426; 05812; 0715;,-26
5/14/2019,DEBIT,COSTCO WHSE #0143 MOUNTAIN V,24431069134898002312270; 05300; 0715;,-7.61
5/14/2019,DEBIT,AMAZON.COM*MN71O9JO0 A AMZN.COM/,24431069133083724042197; 05942; 0715;,-16.35
5/13/2019,DEBIT,ASOS US SALES LLC WWW.ASOS.,24013089132050564227563; 05691; 0715;,-43.59
5/13/2019,DEBIT,CAFE FALAFEL SANTA CLA,24431069131400699000186; 05812; 0715;,-15.21
5/13/2019,DEBIT,SAFEWAY #2948 MOUNTAIN V,24431069132975019760402; 05411; 0715;,-11.58
5/13/2019,DEBIT,MILK PAIL MARKET MOUNTAIN V,24428069132500834083643; 05411; 0715;,-6.74
5/13/2019,DEBIT,SQ *BOBA GUYS PALO ALT Palo Alto,24692169132100920602344; 05812; 0715;,-8.55
5/13/2019,DEBIT,AMAZON.COM*MN9SS6N22 A AMZN.COM/,24431069132083708535134; 05942; 0715;,-12.04
5/7/2019,DEBIT,CTS CHARTERS 310-645-9,24603169126027016833531; 04722; 0715;,-110
5/7/2019,DEBIT,76 - SEI 37997 PALO ALTO,24015179126000819713680; 05542; 0715;,-41.24
5/6/2019,DEBIT,IN N OUT BURGER 129 MOUNTAIN V,24013399125000699328705; 05814; 0715;,-10.41
5/6/2019,DEBIT,DRI*DIGITALEXTREMES https://di,24430999126400686102108; 04816; 0715;,-59.99
5/6/2019,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,200
5/1/2019,DEBIT,PIAZZA'S FINE FOODS PALO ALTO,24427339120720017546214; 05411; 0715;,-9.99
4/30/2019,DEBIT,PIZZA MY HEART - SAN C SAN JOSE,24269799119500663819274; 05812; 0715;,-5.47
4/30/2019,DEBIT,SHOWPLACE ICON MTNVW 312-756-3,24445009119500366346949; 07832; 0715;,-29
4/30/2019,DEBIT,76 - SEI 37997 PALO ALTO,24015179119003910891859; 05542; 0715;,-20.33
4/29/2019,DEBIT,76 - SEI 37997 PALO ALTO,24015179117003676906539; 05542; 0715;,-26.48
4/29/2019,DEBIT,IGUANAS SANTA CLARA SANTA CLA,24013399118003775554896; 05812; 0715;,-13.35
4/29/2019,DEBIT,CSJ CONVNTION CTR GARA 800524818,24493989119091380004924; 07523; 0715;,-5
4/29/2019,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,200
4/26/2019,DEBIT,AMZN MKTP US*MZ3KS4GZ2 AMZN.COM/,24431069115083705089813; 05942; 0715;,-13.95
4/25/2019,DEBIT,PIAZZA'S FINE FOODS PALO ALTO,24427339114720018193022; 05411; 0715;,-9.99
4/25/2019,DEBIT,AXS.COM*LOS ANGELES 888-929-7,24692169114100929401658; 07922; 0715;,-56.47
4/23/2019,DEBIT,SOUTHWES 5262467158181 800-435-9,24692169112100868579649; 03066; 0715;,-60.01
4/23/2019,DEBIT,THE TECH MUSEUM WEB 408-79562,24275399112900013087358; 08299; 0715;,-34
4/23/2019,DEBIT,THE TECH MUSEUM WEB 408-79562,24275399112900013082623; 08299; 0715;,-34
4/22/2019,DEBIT,IN N OUT BURGER 129 MOUNTAIN V,24013399111002875190442; 05814; 0715;,-10.41
4/22/2019,DEBIT,76 - SEI 37997 PALO ALTO,24015179111002870654107; 05542; 0715;,-27.85
4/22/2019,DEBIT,SQ *SOMISOMI Cupertino,24692169110100467823374; 05499; 0715;,-5.95
4/22/2019,CREDIT,PAYMENT THANK YOU,WEB FUTURE; 00000; 0715;,200
4/22/2019,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,200
4/18/2019,DEBIT,PIAZZA'S FINE FOODS PALO ALTO,24427339107720018728438; 05411; 0715;,-9.99
4/16/2019,DEBIT,IN N OUT BURGER 129 MOUNTAIN V,24013399105002042380007; 05814; 0715;,-7.52
4/16/2019,DEBIT,76 - SEI 37997 PALO ALTO,24015179105002000848015; 05542; 0715;,-27.06
4/16/2019,DEBIT,CENTURY THEATRES 399 MOUNTAIN V,24692169105100641393465; 07832; 0715;,-11.75
4/15/2019,DEBIT,IN N OUT BURGER 129 MOUNTAIN V,24013399103001793180436; 05814; 0715;,-7.52
4/15/2019,DEBIT,PIAZZA'S FINE FOODS PALO ALTO,24427339102720019810511; 05411; 0715;,-9.99
4/15/2019,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,200
4/11/2019,DEBIT,PIAZZA'S FINE FOODS PALO ALTO,24427339100720018299064; 05411; 0715;,-8.99
4/10/2019,DEBIT,TACO BELL #28833 PALO ALTO,24431069099838002967635; 05814; 0715;,-9.9
4/10/2019,DEBIT,ATOM TICKETS LLC 310-627-2,24492159099715545557641; 07832; 0715;,-4
4/9/2019,DEBIT,CHIPOTLE 0801 MOUNTAIN V,24431069098200288400297; 05814; 0715;,-8.56
4/9/2019,DEBIT,AMZN MKTP US*MW4VE0UW0 AMZN.COM/,24431069098083308845067; 05942; 0715;,-8.99
4/9/2019,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,200
4/8/2019,DEBIT,SHC ONLINE PAYMENT PALO ALTO,24755429096170963936442; 08062; 0715;,-351.48
4/8/2019,DEBIT,0447 AMC MERCADO 20 SANTA CLA,24431069098018850737825; 07832; 0715;,-13.19
4/8/2019,DEBIT,CHIPOTLE 0801 MOUNTAIN V,24431069097200288401288; 05814; 0715;,-8.56
4/8/2019,DEBIT,TACO BELL #28833 PALO ALTO,24431069095838008792890; 05814; 0715;,-10.66
4/8/2019,DEBIT,76 - SEI 37997 PALO ALTO,24015179095000676939987; 05542; 0715;,-28.59
4/8/2019,DEBIT,IN N OUT BURGER 129 MOUNTAIN V,24013399095000660309862; 05814; 0715;,-10.41
4/8/2019,DEBIT,EA *ORIGIN.COM help.ea.c,24692169096100116701961; 05968; 0715;,-19.99
4/8/2019,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,300
4/8/2019,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,300
4/5/2019,DEBIT,AMERICAN 0012346482477 FORT WORT,24431069094978000833481; 03001; 0715;,-687.63
4/4/2019,DEBIT,SOUTHWES 5262459768931 800-435-9,24692169093100713627893; 03066; 0715;,-169.96
4/2/2019,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,100
4/1/2019,DEBIT,UBER HELP.UBER.,24492159089717873849139; 04121; 0715;,-22.43
4/1/2019,DEBIT,DELFINA RESTAURANT SAN FRANCI,24692169090100812021223; 05812; 0715;,-60
3/29/2019,DEBIT,0447 AMC MERCADO 20 SANTA CLA,24431069088018148199350; 07832; 0715;,-12.19
3/29/2019,DEBIT,IN N OUT BURGER 176 SANTA CLA,24013399087003748298529; 05814; 0715;,-7.96
3/29/2019,DEBIT,76 - SEI 37997 PALO ALTO,24015179087003726427029; 05542; 0715;,-29.8
3/28/2019,DEBIT,PIAZZA'S FINE FOODS PALO ALTO,24427339086720018133402; 05411; 0715;,-13.43
3/27/2019,DEBIT,SQ *BOBA GUYS PALO ALT Palo Alto,24692169086100177604221; 05812; 0715;,-4
3/26/2019,DEBIT,TEA TOP SANTA CLARA SANTA CLA,24091629084017034731454; 05499; 0715;,-11.99
3/26/2019,DEBIT,COSTCO WHSE #0143 MOUNTAIN V,24431069085898002315454; 05300; 0715;,-7.61
3/26/2019,CREDIT,PAYMENT THANK YOU,WEB FUTURE; 00000; 0715;,30
3/25/2019,DEBIT,LE BOULANGER SAN JOSE,24493989082698574787404; 05812; 0715;,-14.57
3/25/2019,DEBIT,COSTCO WHSE #0455 MORENO VAL,24431069082898002341701; 05300; 0715;,-1.62
3/22/2019,DEBIT,WALGREENS #3344 PALO ALTO,24445009081000683556274; 05912; 0715;,-19.06
3/21/2019,DEBIT,SHELL OIL 57444212906 SANTA CLA,24316059079548684054215; 05542; 0715;,-30.36
3/19/2019,DEBIT,AMZN Mktp US*MW1071FI2 Amzn.com/,24692169078100567880019; 05942; 0715;,-25.45
3/18/2019,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,200
3/15/2019,DEBIT,TACO BELL #28833 PALO ALTO,24431069073838008257072; 05814; 0715;,-7.61
3/14/2019,DEBIT,TACO BELL 30811 SANTA CLA,24431069072838009110412; 05814; 0715;,-4.13
3/14/2019,DEBIT,GROCERY OUTLET OF P PALO ALTO,24427339072720029200170; 05411; 0715;,-15.79
3/12/2019,DEBIT,AMC MERCADO 20 #0447 SANTA CLA,24610439070004031287583; 07832; 0715;,-13.19
3/12/2019,DEBIT,CHIPOTLE 0801 MOUNTAIN V,24431069070200288403095; 05814; 0715;,-17.11
3/12/2019,DEBIT,76 - SEI 37997 PALO ALTO,24015179070001441060157; 05542; 0715;,-32.48
3/11/2019,DEBIT,SQ *ZAREEN'S RESTAU PALO ALTO,24492159069854330602282; 05814; 0715;,-19.76
3/11/2019,DEBIT,SHANGHAI GARDEN CUPERTINO,24013399068001253034472; 05812; 0715;,-85.74
3/11/2019,CREDIT,PAYMENT THANK YOU,WEB FUTURE; 00000; 0715;,200
3/7/2019,DEBIT,MCDONALDS F16328 MOUNTAIN V,24427339065710045171199; 05814; 0715;,-10.02
3/5/2019,DEBIT,IN N OUT BURGER 129 MOUNTAIN V,24013399063000529784279; 05814; 0715;,-10.41
3/5/2019,DEBIT,NIKE.COM 800-806-6,24610439063004035108321; 05969; 0715;,-28.31
3/4/2019,DEBIT,SQ *BOBA GUYS PALO ALT Palo Alto,24692169061100888420700; 05812; 0715;,-6
3/4/2019,DEBIT,STEINS BEER GARDEN MOUNTAIN V,24013399062000431242110; 05812; 0715;,-30.89
3/4/2019,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,300
3/4/2019,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,250
2/28/2019,DEBIT,PIAZZA'S FINE FOODS PALO ALTO,24427339058720017116451; 05411; 0715;,-15.98
2/28/2019,DEBIT,GOOGLE *GOOGLE PLAY 650-253-0,24055239059083722488917; 05815; 0715;,-16.92
2/26/2019,DEBIT,AMC MERCADO 20 #0447 SANTA CLA,24610439056004031191585; 07832; 0715;,-13.19
2/26/2019,DEBIT,Amazon.com*MI9ES41V2 Amzn.com/b,24692169056100477798075; 05942; 0715;,-75.96
2/25/2019,DEBIT,IN N OUT BURGER 129 MOUNTAIN V,24013399054003130178627; 05814; 0715;,-10.41
2/25/2019,DEBIT,SQ *BOBA GUYS PALO PALO ALTO,24492159055854331502602; 05812; 0715;,-16
2/25/2019,DEBIT,GROCERY OUTLET OF P PALO ALTO,24427339054720030644939; 05411; 0715;,-5.98
2/25/2019,DEBIT,TAQUERIA EL GRULLENSE PALO ALTO,24801979055400492001955; 05812; 0715;,-21.62
2/25/2019,DEBIT,76 - SEI 37997 PALO ALTO,24015179055003274298952; 05542; 0715;,-39.47
2/25/2019,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,200
2/21/2019,DEBIT,SOUTHWES 5262441862316 800-435-9,24692169051100619046461; 03066; 0715;,-278.97
2/20/2019,DEBIT,IN N OUT BURGER 129 MOUNTAIN V,24013399050002581563927; 05814; 0715;,-7.09
2/19/2019,CREDIT,UNIQLO ECOMMERCE CARLSTADT,74435659048026233065012; 05651; 0715;,23.98
2/19/2019,DEBIT,AMERICAN 0012337598869 FORT WORT,24431069049978000692982; 03001; 0715;,-213.3
2/19/2019,DEBIT,SHAKE SHACK 1101 646-747-7,24692169049100978448550; 05814; 0715;,-8.8
2/19/2019,DEBIT,XIAN FAMOUS FOODS NEW YORK,24013399049002394499800; 05812; 0715;,-37.85
2/19/2019,DEBIT,MTA*METROCARD MACHINE NEW YORK,24692169049100846747597; 04111; 0715;,-5.5
2/19/2019,DEBIT,MTA*METROCARD MACHINE NEW YORK,24692169049100846909429; 04111; 0715;,-2
2/19/2019,DEBIT,GROCERY OUTLET OF P PALO ALTO,24427339049720029560425; 05411; 0715;,-5.38
2/19/2019,DEBIT,MCDONALD'S F32551 JAMAICA,24427339049720043109126; 05814; 0715;,-10.87
2/19/2019,DEBIT,AMER MUS NAT HIST TIX NEW YORK,24431069048081596855229; 08299; 0715;,-36
2/19/2019,DEBIT,WCS CPZ TKT KIOSK NEW YORK,24692169048100801795368; 07998; 0715;,-39.9
2/19/2019,DEBIT,MTA*METROCARD MACHINE NEW YORK,24692169048100120840135; 04111; 0715;,-10
2/19/2019,DEBIT,FRIEDMANS NEW YORK,24247609048500776497756; 05812; 0715;,-42
2/19/2019,DEBIT,UNIQLO NY 34TH ST #32 NEW YORK,24435659049091988000162; 05651; 0715;,-24.8
2/19/2019,DEBIT,GAMESTOP #1363 NEW YORK,24445009049000568917816; 07993; 0715;,-21.76
2/19/2019,DEBIT,UNIQLO ECOMMERCE 972-881-2,24435659048026200262019; 05651; 0715;,-114.21
2/19/2019,DEBIT,LYFT *RIDE FRI 4PM LYFT.COM,24492159046637397881628; 04121; 0715;,-52.93
2/15/2019,DEBIT,TACO BELL #28833 PALO ALTO,24431069045838001625213; 05814; 0715;,-9.13
2/15/2019,DEBIT,NOA* 800-255-3,24692169046100353570278; 05045; 0715;,-19.99
2/15/2019,DEBIT,NOA* 800-255-3,24692169046100353731656; 05045; 0715;,-19.99
2/15/2019,DEBIT,THE UPS STORE 4562 PALO ALTO,24692169046100169415023; 07399; 0715;,-6
2/15/2019,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,793.31
2/14/2019,DEBIT,SOGONG DONG TOFU HOUSE PALO ALTO,24707809044030034438049; 05812; 0715;,-68.5
2/13/2019,DEBIT,SQ *SHARETEA PALO A PALO ALTO,24492159044854280832913; 05499; 0715;,-4.9
2/12/2019,DEBIT,IN N OUT BURGER 129 MOUNTAIN V,24013399042001475725502; 05814; 0715;,-7.52
2/11/2019,DEBIT,76 - SEI 37997 PALO ALTO,24015179040001224544234; 05542; 0715;,-38.74
2/11/2019,DEBIT,AMC MERCADO 20 #0447 SANTA CLA,24610439041004027347413; 07832; 0715;,-12.19
2/11/2019,DEBIT,GROCERY OUTLET OF P PALO ALTO,24427339041720027668855; 05411; 0715;,-7.87
2/11/2019,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,514.88
2/8/2019,DEBIT,GROCERY OUTLET OF P PALO ALTO,24427339038720028723944; 05411; 0715;,-9.47
2/7/2019,DEBIT,TACO BELL #28833 PALO ALTO,24431069037838006014710; 05814; 0715;,-8.7
2/7/2019,DEBIT,IN N OUT BURGER 129 MOUNTAIN V,24013399037000783847617; 05814; 0715;,-14.44
2/4/2019,DEBIT,99 RANCH #1772 MOUNTAIN V,24427339033720039747333; 05411; 0715;,-8.61
2/4/2019,DEBIT,GROCERY OUTLET OF P PALO ALTO,24427339033720032421258; 05411; 0715;,-15.75
2/4/2019,DEBIT,MILK PAIL MARKET MOUNTAIN V,24428069034500871727846; 05411; 0715;,-9.08
2/4/2019,DEBIT,SHC ONLINE PAYMENT PALO ALTO,24755429034150345397930; 08062; 0715;,-238.23
2/4/2019,DEBIT,PATXIS - PALO ALTO PALO ALTO,24269799033001144736636; 05812; 0715;,-35.7
2/1/2019,DEBIT,GROCERY OUTLET OF P PALO ALTO,24427339031720028169525; 05411; 0715;,-10.15
1/30/2019,DEBIT,76 - SEI 37997 PALO ALTO,24015179029003908367804; 05542; 0715;,-32.7
1/28/2019,DEBIT,GROCERY OUTLET OF P PALO ALTO,24427339026720029812658; 05411; 0715;,-8.28
1/28/2019,DEBIT,PIAZZA'S FINE FOODS PALO ALTO,24427339027720016252636; 05411; 0715;,-19.98
1/25/2019,DEBIT,SAFEWAY #2948 MOUNTAIN V,24431069024975018620707; 05411; 0715;,-38.57
1/24/2019,DEBIT,76 - SEI 37997 PALO ALTO,24015179023003064935648; 05542; 0715;,-28.73
1/22/2019,DEBIT,CMR_1 SANTA??CLA,24275399021900015076060; 05812; 0715;,-35.81
1/22/2019,DEBIT,MIDTOWN HAIR STUDIO CO PALO ALTO,24270749021900012200060; 07230; 0715;,-21
1/22/2019,DEBIT,CHEZTAKOS MOUNTAIN V,24707809021030031271085; 05814; 0715;,-6.79
1/22/2019,DEBIT,TACO BELL #28833 PALO ALTO,24431069019838006505362; 05814; 0715;,-9.13
1/22/2019,DEBIT,MOLLY MAGEES MOUNTAIN V,24489939019100524652902; 05813; 0715;,-70
1/22/2019,DEBIT,SQ *SALT & STRAW PALO ALTO,24492159020740221758929; 05812; 0715;,-5.5
1/22/2019,DEBIT,85C BAKERY CAFE USA SAN JOSE,24231689020400109000744; 05814; 0715;,-15.03
1/18/2019,DEBIT,CMR_1 SANTA??CLA,24275399017900014669648; 05812; 0715;,-11.94
1/16/2019,DEBIT,CMR_1 SANTA??CLA,24275399015900014465924; 05812; 0715;,-11.94
1/15/2019,DEBIT,MCDONALDS F3094 PALO ALTO,24427339014710023356582; 05814; 0715;,-9.98
1/15/2019,DEBIT,SQ *HONEYBERRY SANTA CLA,24492159014740203772680; 05812; 0715;,-10.88
1/15/2019,DEBIT,TEA TOP SANTA CLARA SANTA CLA,24091629014017030535730; 05499; 0715;,-16.19
1/14/2019,DEBIT,MCDONALDS F16328 MOUNTAIN V,24427339012710051430392; 05814; 0715;,-12.49
1/14/2019,DEBIT,WALGREENS #3344 PALO ALTO,24445009014000540192372; 05912; 0715;,-7.62
1/14/2019,DEBIT,76 - SEI 37997 PALO ALTO,24015179013001747099115; 05542; 0715;,-34.46
1/14/2019,DEBIT,FGTBEYONDSOCAL 512-389-0,24492159011717879675739; 07299; 0715;,-154.94
1/11/2019,DEBIT,CAFE FALAFEL SANTA CLA,24431069011400699000082; 05812; 0715;,-9.76
1/9/2019,DEBIT,PIZZA MY HEART - GREAT SANTA CLA,24269799008500542515873; 05812; 0715;,-11.45
1/9/2019,CREDIT,PAYMENT THANK YOU,INTERNET; 00000; 0715;,479.69
1/7/2019,DEBIT,FERIDE'S BAKERY SANTA CLA,24431069006400900000100; 05462; 0715;,-3.27
1/7/2019,DEBIT,SQ *1 OZ COFFEE LL SUNNYVALE,24492159005740301104753; 05814; 0715;,-3.54
1/7/2019,DEBIT,IN N OUT BURGER 129 MOUNTAIN V,24013399006000773153023; 05814; 0715;,-12.04
1/7/2019,DEBIT,HAPPY LEMON CUPERTINO,24013399006000797384976; 05812; 0715;,-5.25
1/7/2019,DEBIT,SOUTHWES 5262423455403 800-435-9,24692169004100172811630; 03066; 0715;,-97.96
1/7/2019,DEBIT,SHELL OIL 57444212906 SANTA CLA,24316059004548641031025; 05542; 0715;,-33.21
1/4/2019,DEBIT,CAFE FALAFEL SANTA CLA,24431069004400692000112; 05812; 0715;,-9.76
1/3/2019,DEBIT,STEAMGAMES.COM 425-889-9,24224439003101003010942; 05816; 0715;,-22.49
1/2/2019,DEBIT,PHO TRAN VU MOUNTAIN V,24493989002207759900787; 05814; 0715;,-52.42
1/2/2019,DEBIT,SAFEWAY #2948 MOUNTAIN V,24431068365975013520307; 05411; 0715;,-18.18
1/2/2019,DEBIT,MILK PAIL MARKET MOUNTAIN V,24428068365500742381501; 05411; 0715;,-2.71
12/31/2018,DEBIT,NIKE.COM 800-806-6,24610438363004040358209; 05969; 0715;,-27.23
12/31/2018,DEBIT,TEA TOP SANTA CLARA SANTA CLA,24091628364017037135383; 05499; 0715;,-10.79
12/31/2018,DEBIT,IN N OUT BURGER 129 MOUNTAIN V,24013398364004072871895; 05814; 0715;,-11.88
12/31/2018,DEBIT,NOLA PALO ALTO,24493988364400191117987; 05812; 0715;,-12.9
12/31/2018,DEBIT,GROCERY OUTLET OF P PALO ALTO,24427338364720027586371; 05411; 0715;,-4.99
12/31/2018,DEBIT,TAQUERIA EL GRULLENSE PALO ALTO,24801978365400498000701; 05812; 0715;,-8.07
12/31/2018,DEBIT,SPROUTS FARMERS MAR MOUNTAIN V,24427338362710026322318; 05411; 0715;,-8.94
12/31/2018,DEBIT,SAFEWAY #2948 MOUNTAIN V,24431068362975013370474; 05411; 0715;,-6.98
12/27/2018,DEBIT,76 - SEI 37997 PALO ALTO,24015178360003555113054; 05542; 0715;,-26.13
12/26/2018,DEBIT,85C BAKERY CAFE USA SAN JOSE,24231688359400101001842; 05814; 0715;,-10.46
12/26/2018,DEBIT,SAFEWAY #2948 MOUNTAIN V,24431068358975013121204; 05411; 0715;,-5.99
12/26/2018,DEBIT,H MART DE ANZA LLC SAN JOSE,24137468359001449935162; 05411; 0715;,-82.88
12/26/2018,DEBIT,UNIQLO VALLEY FAIR #42 SANTA CLA,24435658359091577000199; 05651; 0715;,-16.28
12/24/2018,DEBIT,SQ *TEASPOON SNOW C LOS ALTOS,24492158357740297246465; 05814; 0715;,-4.75
12/24/2018,DEBIT,TEA TOP SANTA CLARA SANTA CLA,24091628357017044936723; 05499; 0715;,-13.48
12/24/2018,DEBIT,NEW PORT RESTAURANT SUNNYVALE,24122478357900012601820; 05812; 0715;,-92.65
12/24/2018,DEBIT,ARAMARK SAP CENTER SAN JOSE,24755428357173579243993; 05814; 0715;,-10.25
12/21/2018,DEBIT,IGUANAS SANTA CLARA SANTA CLA,24013398354002723332681; 05812; 0715;,-12.26
12/21/2018,DEBIT,MCDONALD'S F5461 SANTA CLA,24427338354710028293640; 05814; 0715;,-8.71
12/21/2018,DEBIT,PIAZZA'S FINE FOODS PALO ALTO,24427338354720019752488; 05411; 0715;,-12.98
12/21/2018,DEBIT,76 - SEI 37997 PALO ALTO,24015178354002755082257; 05542; 0715;,-28.1
